Numero;Titulo;Artista;Año;Enlace;Enlace clean;Enlace ok
498;El Ultimo Adiós - Varios Artistas Version;Ricky Martin;2001;spotify:track:0tzixmHNQfE6S6SirSToxW;0tzixmHNQfE6S6SirSToxW;https://open.spotify.com/intl-es/track/0tzixmHNQfE6S6SirSToxW
499;Nada Valgo Sin Tu Amor;Juanes;2004;spotify:track:6QdwofpqDvvNxX88C9A0iQ;6QdwofpqDvvNxX88C9A0iQ;https://open.spotify.com/intl-es/track/6QdwofpqDvvNxX88C9A0iQ
500;Gotas De Agua Dulce;Juanes;2007;spotify:track:0Xn1VqBjoL4PAGxyatEO0Z;0Xn1VqBjoL4PAGxyatEO0Z;https://open.spotify.com/intl-es/track/0Xn1VqBjoL4PAGxyatEO0Z
501;Si Tú Te Vas;Enrique Iglesias;1995;spotify:track:1s7ZnNtzQfqdZ8bpgb95WG;1s7ZnNtzQfqdZ8bpgb95WG;https://open.spotify.com/intl-es/track/1s7ZnNtzQfqdZ8bpgb95WG
502;Bailamos - Wild Wild West/Soundtrack Version;Enrique Iglesias;1995;spotify:track:2oqqW9HR3UBdzwH5lKwPmA;2oqqW9HR3UBdzwH5lKwPmA;https://open.spotify.com/intl-es/track/2oqqW9HR3UBdzwH5lKwPmA
503;Heroe;Enrique Iglesias;1995;spotify:track:0Y2YwEOLosoXG72vI1tAF7;0Y2YwEOLosoXG72vI1tAF7;https://open.spotify.com/intl-es/track/0Y2YwEOLosoXG72vI1tAF7
504;Cuando nadie me ve;Alejandro Sanz;2000;spotify:track:0bfPmBR6iN2cyJQJUUQOG0;0bfPmBR6iN2cyJQJUUQOG0;https://open.spotify.com/intl-es/track/0bfPmBR6iN2cyJQJUUQOG0
505;No Me Doy Por Vencido;Luis Fonsi;2008;spotify:track:6ztMOMCtWcKZgMTiNfP9bC;6ztMOMCtWcKZgMTiNfP9bC;https://open.spotify.com/intl-es/track/6ztMOMCtWcKZgMTiNfP9bC
506;Nada Es Para Siempre;Luis Fonsi;2005;spotify:track:5ToI5oXnUmX5Nsmg8enL1N;5ToI5oXnUmX5Nsmg8enL1N;https://open.spotify.com/intl-es/track/5ToI5oXnUmX5Nsmg8enL1N
507;Aqui Estoy Yo;Luis Fonsi;2008;spotify:track:5DgsWDhgoploQACccB83Z8;5DgsWDhgoploQACccB83Z8;https://open.spotify.com/intl-es/track/5DgsWDhgoploQACccB83Z8
508;Asignatura Pendiente;Ricky Martin;2003;spotify:track:4nYE8K5ozd9HNfB2RC8o2c;4nYE8K5ozd9HNfB2RC8o2c;https://open.spotify.com/intl-es/track/4nYE8K5ozd9HNfB2RC8o2c
509;Tal Vez;Ricky Martin;2003;spotify:track:2VspVkHity8i4H9jammhhR;2VspVkHity8i4H9jammhhR;https://open.spotify.com/intl-es/track/2VspVkHity8i4H9jammhhR
510;¿Quién Te Dijo Eso?;Luis Fonsi;2003;spotify:track:159yUhKZg2ZAdt0HknTqDr;159yUhKZg2ZAdt0HknTqDr;https://open.spotify.com/intl-es/track/159yUhKZg2ZAdt0HknTqDr
511;La Gota Fría;Carlos Vives;1993;spotify:track:5ZaTqcL7zIreaVNeVy89Iu;5ZaTqcL7zIreaVNeVy89Iu;https://open.spotify.com/intl-es/track/5ZaTqcL7zIreaVNeVy89Iu
512;La Tierra del Olvido (feat. Fanny Lu, Fonseca, Maluma, Andrea Echeverri, Cholo Valderrama, Coral Group & Herencia de Timbiquí) - 2015;Carlos Vives;2015;spotify:track:5BIQR6Ibumf2WHKlKOJKJY;5BIQR6Ibumf2WHKlKOJKJY;https://open.spotify.com/intl-es/track/5BIQR6Ibumf2WHKlKOJKJY
513;La Foto de los Dos;Carlos Vives;2013;spotify:track:2VL0W9x83RwQOBGbfphBqW;2VL0W9x83RwQOBGbfphBqW;https://open.spotify.com/intl-es/track/2VL0W9x83RwQOBGbfphBqW
514;Comeme (feat. Mario Diaz) - Directo Perito Moreno;Chambao;2009;spotify:track:49Pgj28xm0VB2bDJP8sTwK;49Pgj28xm0VB2bDJP8sTwK;https://open.spotify.com/intl-es/track/49Pgj28xm0VB2bDJP8sTwK
515;Duende del Sur;Chambao;2007;spotify:track:41lhBc9EfGaO3IuU8nRXez;41lhBc9EfGaO3IuU8nRXez;https://open.spotify.com/intl-es/track/41lhBc9EfGaO3IuU8nRXez
516;Ahí Estás Tú;Chambao;2003;spotify:track:1dgFSrqG37FpmlZCmlKmP7;1dgFSrqG37FpmlZCmlKmP7;https://open.spotify.com/intl-es/track/1dgFSrqG37FpmlZCmlKmP7
517;Papeles Mojados;Chambao;2007;spotify:track:0S0cwed8nKU6bKRe9zaBfS;0S0cwed8nKU6bKRe9zaBfS;https://open.spotify.com/intl-es/track/0S0cwed8nKU6bKRe9zaBfS
518;Camino Interior;Chambao;2005;spotify:track:22ncPtijr5wH7yI9thKH2r;22ncPtijr5wH7yI9thKH2r;https://open.spotify.com/intl-es/track/22ncPtijr5wH7yI9thKH2r
519;Rosa Maria;Chambao;2003;spotify:track:5APS9osGIdLVezCDGRObvQ;5APS9osGIdLVezCDGRObvQ;https://open.spotify.com/intl-es/track/5APS9osGIdLVezCDGRObvQ
520;No Tengas Miedo;El Canijo de Jerez;2020;spotify:track:2SnqYwrwTZBdlDXlcOialK;2SnqYwrwTZBdlDXlcOialK;https://open.spotify.com/intl-es/track/2SnqYwrwTZBdlDXlcOialK
521;Pokito a Poko;Chambao;2003;spotify:track:7LrM28pPWCpJYmbnaxHBmu;7LrM28pPWCpJYmbnaxHBmu;https://open.spotify.com/intl-es/track/7LrM28pPWCpJYmbnaxHBmu
522;Flowers;Miley Cyrus;2023;spotify:track:7DSAEUvxU8FajXtRloy8M0;7DSAEUvxU8FajXtRloy8M0;https://open.spotify.com/intl-es/track/7DSAEUvxU8FajXtRloy8M0
523;Sin Ti;Donato Y Estefano;1995;spotify:track:6u0YdyiFdnCSDNid9YfRio;6u0YdyiFdnCSDNid9YfRio;https://open.spotify.com/intl-es/track/6u0YdyiFdnCSDNid9YfRio
524;Por Amarte;Enrique Iglesias;1996;spotify:track:2YZP4RIRbim5Aj3TNn1Q1s;2YZP4RIRbim5Aj3TNn1Q1s;https://open.spotify.com/intl-es/track/2YZP4RIRbim5Aj3TNn1Q1s
525;Quizás;Enrique Iglesias;1995;spotify:track:2KcfNuKNxdOG1dWqLbaBBu;2KcfNuKNxdOG1dWqLbaBBu;https://open.spotify.com/intl-es/track/2KcfNuKNxdOG1dWqLbaBBu
526;ASI ES LA VIDA;Enrique Iglesias;2023;spotify:track:0Me3GyNuLOa1YTIxhJPyCn;0Me3GyNuLOa1YTIxhJPyCn;https://open.spotify.com/intl-es/track/0Me3GyNuLOa1YTIxhJPyCn
527;No Llores Por Mi;Enrique Iglesias;1995;spotify:track:39eGhKvqaMB3bP2AYME4RW;39eGhKvqaMB3bP2AYME4RW;https://open.spotify.com/intl-es/track/39eGhKvqaMB3bP2AYME4RW
528;Amárrame;Mon Laferte;2017;spotify:track:3EK4tGkSiO5xvvB5sM4tln;3EK4tGkSiO5xvvB5sM4tln;https://open.spotify.com/intl-es/track/3EK4tGkSiO5xvvB5sM4tln
529;506;Morat;2022;spotify:track:4Q1oBLFPK9R4eUHkNlihlF;4Q1oBLFPK9R4eUHkNlihlF;https://open.spotify.com/intl-es/track/4Q1oBLFPK9R4eUHkNlihlF
530;Yerbatero;Juanes;2010;spotify:track:7jUwaYkoy1koPCjXlov21Y;7jUwaYkoy1koPCjXlov21Y;https://open.spotify.com/intl-es/track/7jUwaYkoy1koPCjXlov21Y
531;Lo Que Me Gusta A Mi;Juanes;2004;spotify:track:722QPOI0pGJJ0Y0P6ETzgE;722QPOI0pGJJ0Y0P6ETzgE;https://open.spotify.com/intl-es/track/722QPOI0pGJJ0Y0P6ETzgE
532;Luna;Juanes;2002;spotify:track:7sCu8xWNkxfzjoZU6aQSf1;7sCu8xWNkxfzjoZU6aQSf1;https://open.spotify.com/intl-es/track/7sCu8xWNkxfzjoZU6aQSf1
533;Cómo Te Echo de Menos;Maria Del Monte;2011;spotify:track:0VKZN2aoPi3MOskTrgEGBs;0VKZN2aoPi3MOskTrgEGBs;https://open.spotify.com/intl-es/track/0VKZN2aoPi3MOskTrgEGBs
534;Caravana Rociera;Jose Manuel El Mani;1997;spotify:track:28k9JZryrfnbP9p8fs4pgh;28k9JZryrfnbP9p8fs4pgh;https://open.spotify.com/intl-es/track/28k9JZryrfnbP9p8fs4pgh
535;Nuevo día;Lole Y Manuel;1975;spotify:track:4bFaDjWTSbudJdO9J0fp71;4bFaDjWTSbudJdO9J0fp71;https://open.spotify.com/intl-es/track/4bFaDjWTSbudJdO9J0fp71
536;San Bernardino;Los Mismos;1970;spotify:track:55SVZNGmaGEAOWFAEgQxt5;55SVZNGmaGEAOWFAEgQxt5;https://open.spotify.com/intl-es/track/55SVZNGmaGEAOWFAEgQxt5
537;Cara de Gitana;Daniel Magal;1977;spotify:track:6HJz946SNeoMZFcUjLf3j4;6HJz946SNeoMZFcUjLf3j4;https://open.spotify.com/intl-es/track/6HJz946SNeoMZFcUjLf3j4
538;Infinity 2008 - Klaas Vocal Edit;Guru Josh Project;2008;spotify:track:3aQz0z86zrKjd1mcZlonxE;3aQz0z86zrKjd1mcZlonxE;https://open.spotify.com/intl-es/track/3aQz0z86zrKjd1mcZlonxE
539;Juntos;Paloma San Basilio;2014;spotify:track:33aRBtGFUITyz7fYwSRe7O;33aRBtGFUITyz7fYwSRe7O;https://open.spotify.com/intl-es/track/33aRBtGFUITyz7fYwSRe7O
540;No me hables - 2012 Remastered Version;Juan Pardo;2012;spotify:track:5X7HaYdvc9Slc3D75kkkbl;5X7HaYdvc9Slc3D75kkkbl;https://open.spotify.com/intl-es/track/5X7HaYdvc9Slc3D75kkkbl
541;Vivimos siempre juntos;Nacho Cano;2006;spotify:track:17DrqnUASfxDK5OsHed5Jp;17DrqnUASfxDK5OsHed5Jp;https://open.spotify.com/intl-es/track/17DrqnUASfxDK5OsHed5Jp
542;Gloria;Umberto Tozzi;2009;spotify:track:4wMGxH3cJ8oDr6lG3bBrGL;4wMGxH3cJ8oDr6lG3bBrGL;https://open.spotify.com/intl-es/track/4wMGxH3cJ8oDr6lG3bBrGL
543;Sera Porque Te Amo;Ricchi E Poveri;2010;spotify:track:04Xdk7F9HgyHBcAwO7KE3F;04Xdk7F9HgyHBcAwO7KE3F;https://open.spotify.com/intl-es/track/04Xdk7F9HgyHBcAwO7KE3F
544;Tú - Spanish Version;Umberto Tozzi;2013;spotify:track:6H22ty6uyBfgyZHYgigunQ;6H22ty6uyBfgyZHYgigunQ;https://open.spotify.com/intl-es/track/6H22ty6uyBfgyZHYgigunQ
545;Enseñame a Cantar;Micky;2006;spotify:track:0U44GbCt9x8s7KW5VEVSV6;0U44GbCt9x8s7KW5VEVSV6;https://open.spotify.com/intl-es/track/0U44GbCt9x8s7KW5VEVSV6
546;Agapimu;Ana Belén;2008;spotify:track:1PseJZ9Iay7mpeonyxPBn3;1PseJZ9Iay7mpeonyxPBn3;https://open.spotify.com/intl-es/track/1PseJZ9Iay7mpeonyxPBn3
547;Una de Dos;Luis Eduardo Aute;2004;spotify:track:3HuUNpNC8x8FftKavzpd23;3HuUNpNC8x8FftKavzpd23;https://open.spotify.com/intl-es/track/3HuUNpNC8x8FftKavzpd23
548;Mi Historia Entre Tus Dedos;Gianluca Grignani;2008;spotify:track:6SatWYCXTZ2n7HDjWE1Voh;6SatWYCXTZ2n7HDjWE1Voh;https://open.spotify.com/intl-es/track/6SatWYCXTZ2n7HDjWE1Voh
549;Black betty;Ram Jam;2008;spotify:track:0DzwkXawqzpt0k7jxjfdEf;0DzwkXawqzpt0k7jxjfdEf;https://open.spotify.com/intl-es/track/0DzwkXawqzpt0k7jxjfdEf
550;Ojos de hielo;Modestia Aparte;2002;spotify:track:20oIUOyQioTLIs7s8fvSZP;20oIUOyQioTLIs7s8fvSZP;https://open.spotify.com/intl-es/track/20oIUOyQioTLIs7s8fvSZP
551;El calor del amor en un bar;Gabinete Caligari;2007;spotify:track:4k12blydLbcePLvuVSrSgE;4k12blydLbcePLvuVSrSgE;https://open.spotify.com/intl-es/track/4k12blydLbcePLvuVSrSgE
552;Aire - Remastered;Pedro Marin;2015;spotify:track:3QiRtWfWlZtLz43VbJRiEm;3QiRtWfWlZtLz43VbJRiEm;https://open.spotify.com/intl-es/track/3QiRtWfWlZtLz43VbJRiEm
553;Este amor ya no se toca;Yuri;2011;spotify:track:2v6CEhx4RpMSr8EXZYro7M;2v6CEhx4RpMSr8EXZYro7M;https://open.spotify.com/intl-es/track/2v6CEhx4RpMSr8EXZYro7M
554;Aqui No Hay Playa;The Refrescos;2004;spotify:track:7Ja3xxyLa5mdvAOlzBPXd2;7Ja3xxyLa5mdvAOlzBPXd2;https://open.spotify.com/intl-es/track/7Ja3xxyLa5mdvAOlzBPXd2
555;Guardalo;Los Ronaldos;2005;spotify:track:7gboHLP5Cyl957IdJRxoYj;7gboHLP5Cyl957IdJRxoYj;https://open.spotify.com/intl-es/track/7gboHLP5Cyl957IdJRxoYj
556;Cuéntame un cuento;Celtas Cortos;1991;spotify:track:7uou7DWqEQSNfxcfipxyIu;7uou7DWqEQSNfxcfipxyIu;https://open.spotify.com/intl-es/track/7uou7DWqEQSNfxcfipxyIu
557;El rey del Glam;Alaska Y Dinarama;1983;spotify:track:5p6FNeBGfW9oPdBOH8e161;5p6FNeBGfW9oPdBOH8e161;https://open.spotify.com/intl-es/track/5p6FNeBGfW9oPdBOH8e161
558;Fantastico Amor;Eros Ramazzotti;1988;spotify:track:4MpLgm6cxPZ1CTywsbMcoe;4MpLgm6cxPZ1CTywsbMcoe;https://open.spotify.com/intl-es/track/4MpLgm6cxPZ1CTywsbMcoe
559;Cuando Brille el Sol;La Guardia;1988;spotify:track:3BNy8c9gYaL63nL5DKHFMU;3BNy8c9gYaL63nL5DKHFMU;https://open.spotify.com/intl-es/track/3BNy8c9gYaL63nL5DKHFMU
560;Perdóname;Camilo Sesto;1980;spotify:track:3gO8mvkxIcyF9N7Vd1WM2i;3gO8mvkxIcyF9N7Vd1WM2i;https://open.spotify.com/intl-es/track/3gO8mvkxIcyF9N7Vd1WM2i
561;Te Amo;Franco De Vita;2011;spotify:track:4WtO0pdIHTuVwQAVFmfIHQ;4WtO0pdIHTuVwQAVFmfIHQ;https://open.spotify.com/intl-es/track/4WtO0pdIHTuVwQAVFmfIHQ
562;Groenlandia;Zombies;2008;spotify:track:4fecwWpiLBXPEt4h5g0M0n;4fecwWpiLBXPEt4h5g0M0n;https://open.spotify.com/intl-es/track/4fecwWpiLBXPEt4h5g0M0n
563;Voy a mil;Ole Ole;2001;spotify:track:43jXcwbCZJqEEZRkIXT8mJ;43jXcwbCZJqEEZRkIXT8mJ;https://open.spotify.com/intl-es/track/43jXcwbCZJqEEZRkIXT8mJ
564;Todos los Negritos Tienen Hambre (Y Frío) - Vivo 1984;Glutamato Ye Ye;2013;spotify:track:6xsvRkIKGEnMkMSKruiabe;6xsvRkIKGEnMkMSKruiabe;https://open.spotify.com/intl-es/track/6xsvRkIKGEnMkMSKruiabe
565;Grita;Melon Diesel;2001;spotify:track:0OvZ39UskFDLzbeatm0rbh;0OvZ39UskFDLzbeatm0rbh;https://open.spotify.com/intl-es/track/0OvZ39UskFDLzbeatm0rbh
566;Aunque tú no lo sepas;Enrique Urquijo y Los problemas;1998;spotify:track:2VybHZvsshGs8GpOaB0wS1;2VybHZvsshGs8GpOaB0wS1;https://open.spotify.com/intl-es/track/2VybHZvsshGs8GpOaB0wS1
567;Pero a tu lado;Los Secretos;1995;spotify:track:3JOXwHPhtdRU3kYKcf64Gj;3JOXwHPhtdRU3kYKcf64Gj;https://open.spotify.com/intl-es/track/3JOXwHPhtdRU3kYKcf64Gj
568;Lo Mejor De Nuestra Vida - Remastered 2015;Antonio Vega;2015;spotify:track:2JkWGgmz6LWJJmYT6lKjDY;2JkWGgmz6LWJJmYT6lKjDY;https://open.spotify.com/intl-es/track/2JkWGgmz6LWJJmYT6lKjDY
569;Por el bulevar de los sueños rotos - 2017 Remaster;Los Secretos;2017;spotify:track:633Z9EGuNeZ6fXvjD1gnN6;633Z9EGuNeZ6fXvjD1gnN6;https://open.spotify.com/intl-es/track/633Z9EGuNeZ6fXvjD1gnN6
570;Se Dejaba Llevar Por Ti;Antonio Vega;2004;spotify:track:0nLeNYebvsmLRDbFlgioSb;0nLeNYebvsmLRDbFlgioSb;https://open.spotify.com/intl-es/track/0nLeNYebvsmLRDbFlgioSb
571;Insurreccion (En Directo);El Último De La Fila;2015;spotify:track:4SafR3a8senZ2r65hZWMKN;4SafR3a8senZ2r65hZWMKN;https://open.spotify.com/intl-es/track/4SafR3a8senZ2r65hZWMKN
572;Vamos a la playa;Righeira;2002;spotify:track:27nfrOYTDXfhzDd8Qcy2aj;27nfrOYTDXfhzDd8Qcy2aj;https://open.spotify.com/intl-es/track/27nfrOYTDXfhzDd8Qcy2aj
573;No tengo dinero;Righeira;2002;spotify:track:0TvVLMp0xt1CbXndXHilcg;0TvVLMp0xt1CbXndXHilcg;https://open.spotify.com/intl-es/track/0TvVLMp0xt1CbXndXHilcg
574;Eloise;Tino Casal;2003;spotify:track:3sLnj87dflDnVYDmSFWNGG;3sLnj87dflDnVYDmSFWNGG;https://open.spotify.com/intl-es/track/3sLnj87dflDnVYDmSFWNGG
575;Ni tú ni nadie - Re-Mix;Alaska Y Dinarama;2004;spotify:track:6Tv0aLcRRxgbK8ZNeSbFEw;6Tv0aLcRRxgbK8ZNeSbFEw;https://open.spotify.com/intl-es/track/6Tv0aLcRRxgbK8ZNeSbFEw
576;Yo soy aquél;Raphael;1967;spotify:track:4H71d1kJ8DB8J4atO8fbBl;4H71d1kJ8DB8J4atO8fbBl;https://open.spotify.com/intl-es/track/4H71d1kJ8DB8J4atO8fbBl
577;Vamos Muy Bien;Obus;1984;spotify:track:4YQ9WEYQG7fq0MAUYeB19Y;4YQ9WEYQG7fq0MAUYeB19Y;https://open.spotify.com/intl-es/track/4YQ9WEYQG7fq0MAUYeB19Y
578;Despellejo;Marea;1999;spotify:track:48NDGoswkW8hbg1IszYp2V;48NDGoswkW8hbg1IszYp2V;https://open.spotify.com/intl-es/track/48NDGoswkW8hbg1IszYp2V
579;Sevilla Tiene un Color Especial;Los Del Rio;2001;spotify:track:1x8tjll0oP07qkZWVtm8ap;1x8tjll0oP07qkZWVtm8ap;https://open.spotify.com/intl-es/track/1x8tjll0oP07qkZWVtm8ap
580;Te Echo de Menos;La Trampa;2001;spotify:track:6XBqSb8GsrLzTLcr5kwmUN;6XBqSb8GsrLzTLcr5kwmUN;https://open.spotify.com/intl-es/track/6XBqSb8GsrLzTLcr5kwmUN
581;Cuando Duermes;Cómplices;1991;spotify:track:5YrrTg4O6MTF2L7WlfotJn;5YrrTg4O6MTF2L7WlfotJn;https://open.spotify.com/intl-es/track/5YrrTg4O6MTF2L7WlfotJn
582;Contamíname;Pedro Guerra;1995;spotify:track:7Cd7umUyXCf7xWCVzgKlnZ;7Cd7umUyXCf7xWCVzgKlnZ;https://open.spotify.com/intl-es/track/7Cd7umUyXCf7xWCVzgKlnZ
583;Delgadito;La Rabia Del Milenio;2001;spotify:track:7vafezC0u0nftVpGF6jftk;7vafezC0u0nftVpGF6jftk;https://open.spotify.com/intl-es/track/7vafezC0u0nftVpGF6jftk
584;Quiero Verte;Los Sobraos;2001;spotify:track:5f2IRWXoaygkQkTr3yyS3Y;5f2IRWXoaygkQkTr3yyS3Y;https://open.spotify.com/intl-es/track/5f2IRWXoaygkQkTr3yyS3Y
585;Bonito Es;Los Sencillos;2001;spotify:track:3F7LwUGXeXIm7Br3QCxvd5;3F7LwUGXeXIm7Br3QCxvd5;https://open.spotify.com/intl-es/track/3F7LwUGXeXIm7Br3QCxvd5
